Serial Number,Gender,Age Action,Exp Action,SUP-Gender,SUP-Age Action,SUP-Exp Action,Re-Entry,MPT,Ed Allowance,House Loan,Resign
A758,0,58.20547945,26.18356164,2,42.53150685,4,0,1,0,0,0
A759,0,36.68767123,6.58630137,0,0,0,0,0,0,0,0
A760,0,39.10958904,6.58630137,0,0,0,0,0,0,0,0
A761,1,42.35890411,13.42465753,2,32.60273973,9.005479452,0,1,0,1,1
A762,0,43.69589041,7.671232877,1,47.11506849,20.92876712,0,1,0,0,1
A763,0,49.61643836,26.35068493,1,50.45205479,26.35068493,0,0,1,0,0
A764,0,50.11780822,26.35068493,1,50.45205479,26.35068493,0,0,0,1,0
A765,0,36.69315068,12.42465753,1,37.10410959,13.42465753,0,0,0,0,1
A766,0,50.45205479,26.35068493,1,50.94794521,27.26849315,0,1,0,1,0
A767,0,54.45479452,26.35068493,1,50.45205479,26.35068493,0,0,0,0,0
A768,0,36.43835616,9.419178082,1,36.02465753,9.504109589,0,0,0,0,1
A769,0,42.94520548,17.76164384,1,38.61369863,17.51232877,0,1,0,1,1
A770,1,52.28493151,25.18082192,0,0,0,0,1,0,1,0
A771,0,31.77534247,9.008219178,1,50.7890411,28.43835616,0,0,0,0,1
A772,0,32.94246575,8.421917808,0,0,0,0,1,0,0,1
A773,0,33.43561644,6.167123288,0,0,0,0,1,0,0,0
A774,0,38.77260274,15.75890411,1,51.03287671,26.43561644,0,0,0,1,0
A775,0,49.19726027,26.01643836,1,49.28219178,28.43561644,0,0,0,1,0
A776,0,42.19726027,16.34246575,0,0,0,0,0,0,0,0
A777,0,43.6109589,15.67671233,1,41.27945205,19.67945205,0,0,0,1,0
A778,0,44.69315068,15.75890411,0,0,0,0,0,0,0,0
A779,0,49.36986301,16.50958904,0,0,0,0,0,0,0,0
A780,1,51.45205479,26.01643836,0,0,0,0,1,0,1,0
A781,0,34.10958904,9.84109589,1,49.36986301,23.18356164,0,0,0,0,1
A782,0,53.95068493,25.93150685,1,50.36712329,27.01643836,0,1,0,1,0
A783,0,48.53424658,24.18082192,2,37.11232877,13.09589041,0,1,0,0,1
A784,1,47.36986301,23.01643836,1,38.27671233,14.67945205,0,1,0,1,1
A785,0,60.1260274,22.76438356,1,52.37260274,29.10410959,0,0,0,1,0
A786,1,36.52876712,7.005479452,0,0,0,0,1,0,0,1
A787,1,52.45479452,11.75616438,2,40.77534247,18.34794521,0,1,0,1,1
A788,1,55.7890411,25.85205479,1,54.12054795,27.85479452,0,1,1,1,0
A789,0,54.78630137,8.084931507,1,33.43835616,7.334246575,0,0,0,0,1
A790,0,31.43287671,7.336986301,1,30.76712329,9.17260274,0,0,0,0,0
A791,0,54.03561644,7.336986301,1,30.76712329,9.17260274,0,0,0,0,0
A792,0,51.87123288,25.85205479,1,46.36438356,25.68493151,0,0,0,1,0
A793,0,43.10958904,7.336986301,1,30.76712329,9.17260274,0,0,0,0,0
A794,1,47.53424658,25.01369863,1,44.61369863,17.42739726,1,1,0,1,0
A795,0,55.70684932,25.85205479,1,46.36438356,25.68493151,0,0,0,1,0
A796,0,56.03561644,25.85205479,1,46.36438356,25.68493151,0,0,0,0,0
A797,1,36.02465753,7.926027397,1,46.61917808,20.68493151,0,1,0,0,1
A798,1,40.86027397,14.59452055,2,37.35890411,15.51232877,0,1,0,0,1
A799,0,43.27671233,13.09315068,1,41.52876712,12.9260274,0,1,0,1,1
A800,0,39.77534247,15.17534247,0,0,0,0,1,0,1,1
A801,1,38.86027397,8.339726027,0,0,0,0,1,0,0,1
A802,0,57.62191781,25.76712329,1,46.36438356,25.68493151,0,0,0,1,0
A803,1,51.28493151,25.76712329,2,55.8739726,22.76712329,0,1,0,1,0
A804,0,41.60821918,6.295890411,0,0,0,0,0,0,0,0
A805,0,36.19178082,6.336986301,0,0,0,0,0,0,0,0
A806,0,32.68493151,6.295890411,0,0,0,0,0,0,0,0
A807,0,33.27123288,6.120547945,0,0,0,0,0,0,0,0
A808,0,57.70684932,25.76712329,0,0,0,0,1,0,1,0
A809,1,49.86849315,25.76712329,2,52.87123288,28.01643836,0,1,0,1,0
A810,0,37.36164384,9.843835616,1,46.28493151,9.676712329,0,1,0,0,0
A811,0,47.86849315,25.76712329,2,43.53150685,18.68219178,0,1,1,1,0
A812,0,46.86849315,25.76712329,0,0,0,0,1,0,1,0
A813,0,46.53424658,25.76712329,1,34.60821918,10.59178082,0,1,1,1,0
A814,0,49.53424658,25.76712329,0,0,0,0,1,0,1,0
A815,0,31.18630137,11.25479452,1,45.77808219,19.50958904,0,1,0,1,1
A816,0,34.69315068,10.84383562,1,40.61643836,17.34794521,0,1,0,1,1
A817,0,35.52054795,12.09041096,1,44.03013699,12.09041096,0,1,0,1,1
A818,1,47.45205479,22.85205479,0,0,0,0,1,0,1,1
A819,0,32.02191781,11.42465753,1,46.44931507,17.92876712,0,1,0,1,1
A820,1,48.86849315,25.76712329,2,48.19726027,25.76712329,0,1,0,1,0
A821,0,42.69315068,21.09589041,1,44.2739726,22.09863014,0,1,0,1,1
A822,0,47.19726027,25.68493151,1,51.03287671,28.43561644,0,1,0,1,0
A823,0,47.86849315,25.68493151,1,50.70410959,28.76986301,0,1,0,1,0
A824,0,54.95068493,25.68493151,2,35.02191781,8.421917808,0,0,0,1,0
A825,0,47.28219178,25.68493151,1,45.27945205,24.68493151,0,1,0,1,0
A826,0,46.44931507,25.68493151,2,36.2739726,8.84109589,0,1,0,1,0
A827,0,48.61643836,25.68493151,1,44.86575342,24.76712329,0,1,1,1,0
A828,0,47.94520548,25.68493151,2,36.2739726,8.84109589,0,1,0,1,0
A829,0,30.02191781,8.75890411,1,37.53150685,10.00821918,0,0,0,0,1
A830,0,36.27671233,15.34520548,1,50.95068493,26.35342466,0,0,0,0,0
A831,1,53.61917808,25.68493151,0,0,0,0,1,0,1,0
A832,0,47.86849315,25.68493151,0,0,0,0,1,0,1,0
A833,1,31.2739726,9.342465753,2,58.62191781,33.94246575,0,0,0,0,1
A834,0,60.12328767,10.17260274,1,37.77260274,16.17808219,0,1,0,0,0
A835,1,56.37260274,22.6,2,38.35890411,16.59726027,0,0,0,0,0
A836,0,53.36986301,25.43561644,1,49.03287671,19.92876712,0,1,0,1,1
A837,0,47.19726027,25.68493151,1,47.61643836,22.76712329,0,1,0,1,0
A838,0,33.9369863,10.67671233,1,46.28219178,21.68493151,0,0,0,0,0
A839,0,34.9369863,15.42739726,1,51.03287671,26.43561644,0,0,0,1,0
A840,0,43.27945205,7.087671233,1,55.95616438,30.10410959,0,1,0,0,1
A841,0,46.36438356,25.68493151,1,50.36712329,27.01643836,0,1,0,1,0
A842,0,53.78630137,25.18356164,1,49.86575342,26.51506849,0,1,0,0,1
A843,0,46.19726027,25.68493151,2,35.69315068,13.50958904,0,0,0,1,0
A844,0,46.70136986,25.68493151,2,36.2739726,8.84109589,0,0,0,0,0
A845,0,46.36438356,25.68493151,2,35.02191781,8.421917808,0,0,0,1,0
A846,0,40.60821918,18.84383562,0,0,0,0,0,0,1,1
A847,0,48.53424658,25.68493151,1,49.53424658,25.01369863,0,1,0,1,0
A848,0,48.36438356,25.68493151,2,35.02191781,8.421917808,0,0,0,1,0
A849,0,46.11506849,25.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A850,0,47.78356164,25.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A851,0,46.61643836,25.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A852,0,46.11506849,25.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A853,0,45.69863014,25.68493151,2,36.2739726,8.84109589,0,0,0,1,0
A854,0,46.11506849,25.68493151,2,35.02191781,8.421917808,0,0,0,1,0
A855,0,46.61643836,25.68493151,2,35.02191781,8.421917808,0,0,0,1,0
A856,0,46.28219178,25.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A857,0,45.36164384,25.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A858,0,46.11506849,25.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A859,0,47.61643836,25.68493151,2,36.2739726,8.84109589,0,1,0,1,0
A860,0,45.11232877,25.68493151,2,36.2739726,8.84109589,0,0,0,1,0
A861,0,47.19726027,25.68493151,2,35.02191781,8.421917808,0,1,0,0,0
A862,0,46.53424658,25.68493151,2,35.02191781,8.421917808,0,0,0,1,0
A863,0,27.68767123,7.673972603,1,32.35616438,9.676712329,0,0,0,0,1
A864,0,47.36438356,25.68493151,2,35.02191781,8.421917808,0,0,0,1,0
A865,0,46.61643836,25.68493151,2,36.2739726,8.84109589,0,1,0,1,0
A866,0,46.69863014,21.84657534,1,43.10684932,17.84383562,0,0,0,1,1
A867,0,46.53424658,25.68493151,1,44.86575342,24.76712329,0,1,0,1,0
A868,0,46.61643836,25.68493151,1,49.28219178,20.17808219,0,1,0,1,0
A869,0,33.35890411,12.42739726,1,37.77534247,15.9260274,0,0,0,1,1
A870,0,49.19726027,25.68493151,1,50.70410959,28.76986301,0,1,0,1,0
A871,0,46.61643836,25.68493151,1,55.53972603,32.27123288,0,1,0,1,0
A872,0,28.85479452,8.257534247,1,38.11232877,14.84383562,0,1,0,0,1
A873,0,48.86849315,25.68493151,1,45.61369863,24.51780822,0,0,0,1,0
A874,0,46.70136986,25.68493151,1,50.70410959,28.76986301,0,1,1,1,0
A875,0,44.11232877,24.01643836,0,0,0,0,0,0,1,1
A876,0,37.19178082,15.67945205,1,36.6109589,15.67945205,0,0,0,0,1
A877,0,46.70136986,25.68493151,1,44.86575342,24.76712329,0,1,0,1,0
A878,0,46.19726027,25.68493151,1,46.94520548,21.68219178,0,1,0,1,0
A879,0,45.78082192,25.68493151,1,47.86849315,25.68493151,0,0,0,1,0
A880,0,46.03013699,25.68493151,2,35.02191781,8.421917808,0,0,0,0,0
A881,0,37.85753425,6.835616438,0,0,0,0,1,0,0,1
A882,0,45.69863014,25.68493151,2,36.2739726,8.84109589,0,0,0,1,0
A883,0,30.02191781,8.676712329,1,56.12328767,30.77534247,0,0,0,0,0
A884,0,27.68493151,6.216438356,0,0,0,0,0,0,0,0
A885,1,51.2,23.6,2,54.20273973,30.52328767,0,1,0,0,1
A886,0,45.94520548,25.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A887,0,42.2739726,20.01369863,0,0,0,0,0,0,1,1
A888,0,53.11780822,25.6,1,58.03835616,25.51780822,0,1,0,1,0
A889,0,31.68767123,5.882191781,0,0,0,0,1,0,0,0
A890,1,30.43287671,11.00547945,2,53.20273973,25.51506849,0,1,0,0,1
A891,0,53.95068493,25.6,1,50.36712329,27.01643836,0,1,1,1,0
A892,0,50.36712329,25.51780822,1,47.70136986,21.68219178,0,1,0,1,0
A893,1,32.1890411,9.17260274,0,0,0,0,1,0,0,1
A894,0,34.60547945,6.043835616,0,0,0,0,0,0,0,0
A895,0,31.60273973,6.043835616,0,0,0,0,0,0,0,0
A896,1,45.78082192,25.6,2,38.35890411,8.84109589,0,1,0,1,0
A897,0,39.27945205,14.34246575,1,40.19452055,6.589041096,0,1,0,0,1
A898,0,30.01917808,6.043835616,0,0,0,0,0,0,0,0
A899,0,42.27945205,14.00821918,0,0,0,0,1,0,1,1
A900,1,54.70684932,25.6,2,49.11506849,10.59178082,0,0,1,0,0
A901,1,59.95342466,25.51780822,0,0,0,0,1,0,1,0
A902,0,47.61917808,18.59726027,1,46.28219178,24.76986301,0,1,0,1,0
A903,0,36.77260274,6.043835616,0,0,0,0,0,0,0,0
A904,0,35.27671233,9.591780822,1,35.6109589,9.257534247,0,0,0,0,1
A905,0,45.19726027,6.046575342,0,0,0,0,0,0,0,0
A906,0,45.27945205,25.6,1,53.95068493,25.6,0,0,0,1,0
A907,0,51.2,25.6,2,41.44383562,19.68219178,0,1,0,1,0
A908,0,42.11232877,16.09315068,0,0,0,0,0,0,1,0
A909,1,28.34794521,6.498630137,2,32.68767123,8.082191781,0,0,0,0,1
A910,1,52.61917808,25.6,0,0,0,0,1,0,0,0
A911,0,38.86575342,12.51232877,2,38.11232877,9.594520548,0,0,0,1,0
A912,0,45.36438356,18.51506849,1,30.77260274,8.339726027,0,1,0,1,0
A913,0,49.44931507,25.51780822,1,53.95068493,25.6,0,1,0,1,0
A914,0,37.60547945,6.021917808,0,0,0,0,0,0,0,0
A915,0,36.77534247,16.09589041,1,39.27945205,17.43287671,0,0,0,1,1
A916,0,44.36164384,25.51780822,1,46.36438356,25.68493151,0,1,0,1,0
A917,0,34.35616438,6.002739726,0,0,0,0,0,0,0,0
A918,0,40.52328767,6.002739726,0,0,0,0,0,0,0,0
A919,0,55.70684932,25.43287671,1,48.94520548,26.60273973,0,0,0,0,0
A920,1,46.44931507,25.51780822,2,34.10684932,8.421917808,0,1,0,1,0
A921,1,40.61643836,19.6,0,0,0,0,1,0,1,1
A922,0,46.61369863,25.10136986,1,59.1260274,36.35890411,0,0,0,0,0
A923,1,30.18630137,7.339726027,1,41.86027397,19.51506849,0,1,0,0,1
A924,1,50.61917808,25.51780822,0,0,0,0,1,0,1,0
A925,0,38.53150685,16.34794521,1,54.12328767,27.18630137,0,1,0,1,1
A926,0,29.26849315,7.002739726,1,50.61369863,27.93424658,0,1,0,0,1
A927,0,34.19452055,13.59726027,0,0,0,0,1,0,1,1
A928,0,32.9369863,5.969863014,0,0,0,0,0,0,0,0
A929,0,39.10684932,15.17534247,1,38.27671233,13.26027397,0,0,0,0,0
A930,0,37.52054795,5.917808219,0,0,0,0,0,0,0,0
A931,0,34.60547945,5.950684932,0,0,0,0,0,0,0,0
A932,0,49.94794521,25.43287671,1,49.53424658,25.01369863,0,1,0,1,0
A933,0,50.28493151,25.34794521,2,43.53150685,18.68219178,0,1,0,1,0
A934,0,48.11506849,25.34794521,1,53.95068493,25.6,0,0,0,1,0
A935,1,55.78630137,15.17534247,1,38.27671233,13.26027397,0,0,0,1,0
A936,0,46.53424658,25.43287671,1,57.28767123,32.18630137,0,0,0,1,0
A937,0,47.45205479,12.17534247,1,39.86027397,10.26027397,0,0,0,0,0
A938,0,48.03287671,12.51232877,1,42.70136986,12.09315068,0,0,0,1,0
A939,0,46.03287671,12.51232877,1,42.70136986,12.09315068,0,0,0,1,0
A940,0,43.53424658,12.42739726,1,40.11232877,10.51232877,0,0,0,0,0
A941,0,44.94520548,15.17534247,1,38.27671233,13.26027397,0,0,0,0,0
A942,1,53.54246575,12.42739726,1,48.28493151,23.68767123,0,0,0,0,0
A943,0,60.1260274,10.25753425,1,46.11506849,21.51780822,0,0,0,0,0
A944,0,42.27945205,15.17534247,1,38.27671233,13.26027397,0,0,0,1,0
A945,0,37.27945205,12.42739726,1,48.28493151,23.68767123,0,0,0,0,0
A946,0,50.28493151,15.17534247,1,38.27671233,13.26027397,0,0,0,0,0
A947,0,54.95068493,15.17534247,0,0,0,0,0,0,0,0
A948,0,41.02739726,15.09315068,1,38.19452055,13.17808219,0,0,0,0,0
A949,0,52.28767123,15.17534247,1,51.03287671,26.43561644,0,0,0,1,0
A950,0,56.20547945,15.17534247,1,38.27671233,13.26027397,0,0,0,0,0
A951,0,49.03013699,25.43287671,1,50.36712329,27.68767123,0,1,0,1,0
A952,0,58.37260274,25.34794521,1,49.11506849,24.26575342,0,1,0,1,0
A953,0,51.69863014,15.17534247,1,38.27671233,13.26027397,0,0,0,0,0
A954,1,41.6109589,15.75890411,2,45.27671233,22.84931507,0,1,0,0,1
A955,0,32.1890411,7.252054795,0,0,0,0,1,0,0,1
A956,0,60.1260274,24.52054795,1,48.11780822,26.77534247,0,0,0,1,0
A957,0,33.77808219,8.424657534,1,50.7890411,28.43835616,0,0,0,0,1
A958,0,48.11506849,25.34794521,1,50.36712329,27.01643836,0,1,0,1,0
A959,0,49.94794521,25.34794521,1,46.36438356,25.68493151,0,0,0,1,0
A960,0,47.53424658,25.34794521,1,45.02739726,23.6,0,0,1,1,0
A961,0,35.52054795,5.797260274,0,0,0,0,0,0,0,0
A962,0,37.52328767,11.83835616,1,46.78082192,20.51232877,0,1,1,1,0
A963,0,43.69315068,19.84383562,2,42.69315068,6.58630137,0,1,1,1,0
A964,0,31.10684932,9.58630137,1,36.69041096,15.42465753,0,1,0,0,1
A965,0,52.11780822,25.34794521,0,0,0,0,1,0,1,0
A966,1,47.03013699,25.26575342,2,35.10684932,9.421917808,0,1,0,1,0
A967,0,34.76986301,6.750684932,1,30.76712329,9.17260274,0,0,0,0,0
A968,0,40.36164384,5.791780822,0,0,0,0,0,0,0,0
A969,0,51.61917808,25.26575342,1,48.94520548,26.76986301,0,1,0,1,0
A970,1,57.12054795,25.26575342,2,52.87123288,28.01643836,0,1,0,1,0
A971,0,29.84931507,5.698630137,0,0,0,0,0,0,0,0
A972,0,48.03013699,25.26575342,1,50.36712329,27.01643836,0,1,1,1,0
A973,0,31.9369863,8.257534247,1,56.12328767,30.77534247,0,0,0,0,0
A974,0,46.94794521,18.2630137,1,30.77260274,8.339726027,0,1,0,1,0
A975,0,37.2739726,6.750684932,1,30.76712329,9.17260274,0,0,0,0,0
A976,0,31.85205479,5.750684932,0,0,0,0,0,0,0,0
A977,0,48.2,13.00821918,1,41.02739726,19.43287671,0,1,0,0,1
A978,0,34.69589041,8.257534247,2,44.61643836,16.17808219,0,1,0,0,1
A979,1,47.86849315,25.26575342,2,42.44657534,22.18082192,0,1,1,1,0
A980,0,54.53972603,25.26575342,1,52.70410959,23.01369863,0,0,0,1,0
A981,0,37.43561644,5.695890411,0,0,0,0,0,0,0,0
A982,0,38.77534247,9.58630137,1,45.69589041,21.09863014,0,0,0,0,1
A983,0,33.94246575,7.838356164,1,48.20273973,22.01643836,0,1,0,0,1
A984,1,29.69041096,6.169863014,0,0,0,0,1,0,0,1
A985,1,32.44109589,5.139726027,0,0,0,0,1,0,0,0
A986,0,51.28493151,25.18082192,1,47.70136986,8.917808219,0,1,0,1,0
A987,0,45.2,19.76164384,2,45.69863014,21.59726027,0,1,0,1,1
A988,0,35.43561644,5.624657534,0,0,0,0,0,0,0,0
A989,0,34.43561644,5.624657534,0,0,0,0,0,0,0,0
A990,0,37.44383562,13.09315068,0,0,0,0,0,0,1,0
A991,0,32.86027397,5.120547945,0,0,0,0,0,0,0,0
A992,0,44.44931507,9.090410959,1,45.61643836,10.34246575,0,0,0,0,1
A993,0,34.27671233,9.090410959,1,36.27671233,12.51232877,0,1,0,0,1
A994,0,46.94794521,5.583561644,0,0,0,0,0,0,0,0
A995,1,48.86849315,25.09863014,2,43.36164384,22.68493151,0,0,0,0,0
A996,0,35.85479452,5.547945205,0,0,0,0,0,0,0,0
A997,0,33.27123288,5.547945205,0,0,0,0,0,0,0,0
A998,1,48.53424658,25.09863014,1,49.28219178,20.17808219,0,0,0,0,0
A999,0,31.35616438,8.005479452,1,44.61643836,9.342465753,0,0,0,0,1
A1000,0,50.11780822,25.01369863,1,46.36438356,25.68493151,0,1,0,1,0
A1001,0,33.10410959,5.528767123,0,0,0,0,0,0,0,0
A1002,0,42.19452055,5.517808219,0,0,0,0,0,0,0,0
A1003,0,29.18630137,7.334246575,1,38.52328767,1.917808219,0,0,0,0,0
A1004,0,32.68767123,7.169863014,1,42.44109589,17.2630137,0,0,0,0,0
A1005,0,32.68767123,7.002739726,1,34.1890411,5.750684932,0,0,0,0,0
A1006,0,30.01917808,6.835616438,1,43.35890411,18.42465753,0,0,0,0,0
A1007,0,31.52054795,6.835616438,1,42.44109589,17.2630137,0,0,0,0,0
A1008,0,49.86849315,25.01369863,1,49.53424658,25.01369863,0,1,0,1,0
A1009,0,50.61917808,25.01369863,1,55.20273973,23.85205479,0,0,0,1,0
A1010,0,45.94520548,25.01369863,1,49.28219178,28.43561644,0,1,0,1,0
A1011,0,49.19726027,25.01369863,2,35.02191781,8.421917808,0,0,0,1,0
A1012,0,45.44657534,23.43013699,0,0,0,0,1,0,1,0
A1013,0,48.03013699,25.01369863,1,51.03287671,28.43561644,0,0,0,1,0
A1014,0,48.94520548,25.01369863,1,49.28219178,28.43561644,0,1,0,1,0
A1015,0,47.36438356,25.01369863,1,49.28219178,28.43561644,0,0,0,1,0
A1016,0,50.36712329,25.01369863,2,36.2739726,8.84109589,0,0,0,1,0
A1017,0,48.19726027,25.01369863,1,44.86575342,24.76712329,0,1,1,1,0
A1018,0,46.94520548,25.01369863,1,55.53972603,32.27123288,0,1,0,1,0
A1019,0,46.78356164,25.01369863,1,49.28219178,20.17808219,0,1,0,1,0
A1020,0,46.36438356,25.01369863,2,36.2739726,8.84109589,0,0,0,1,0
A1021,0,46.78356164,25.01369863,2,35.02191781,8.421917808,0,0,0,1,0
A1022,0,46.19726027,25.01369863,2,35.02191781,8.421917808,0,0,0,1,0
A1023,0,45.86575342,25.01369863,1,49.28219178,28.43561644,0,0,0,1,0
A1024,0,47.03013699,25.01369863,1,49.28219178,28.43561644,0,1,0,1,0
A1025,0,48.70136986,25.01369863,1,57.28767123,32.18630137,0,0,0,1,0
A1026,0,47.94520548,25.01369863,1,49.28219178,28.43561644,0,0,0,1,0
A1027,0,46.94520548,25.01369863,2,35.02191781,8.421917808,0,1,0,1,0
A1028,0,46.78356164,25.01369863,1,49.28219178,28.43561644,0,1,0,1,0
A1029,0,49.53424658,25.01369863,2,44.19452055,18.2630137,0,1,0,1,0
A1030,0,45.78082192,25.01369863,2,35.02191781,8.421917808,0,1,0,1,0
A1031,0,55.20273973,24.92876712,2,51.11780822,27.01643836,0,1,0,1,0
A1032,0,60.1260274,24.84931507,2,43.36712329,18.51780822,0,1,0,1,0
A1033,0,55.8739726,25.01369863,2,42.53150685,4,0,1,0,1,0
A1034,1,45.53150685,25.01369863,0,0,0,0,1,0,0,0
A1035,0,36.19178082,14.3369863,0,0,0,0,1,1,1,1
A1036,0,39.69041096,11.50410959,1,39.69041096,10.92328767,0,1,0,1,0
A1037,0,32.76986301,8.58630137,1,49.11780822,22.93150685,0,0,0,0,1
A1038,0,38.10684932,5.498630137,0,0,0,0,0,0,0,0
A1039,0,32.93972603,8.005479452,1,36.02465753,10.09315068,0,0,0,0,0
A1040,0,49.03013699,25.01369863,1,49.28219178,28.43561644,0,0,0,1,0
A1041,0,45.36438356,14.75616438,0,0,0,0,0,0,0,0
A1042,1,50.11780822,25.01369863,2,40.19178082,14.84657534,0,0,0,0,0
A1043,1,40.36438356,8.671232877,1,38.27945205,9.257534247,0,1,0,0,1
A1044,0,36.19178082,14.5890411,0,0,0,0,1,0,1,1
A1045,0,38.19178082,5.487671233,0,0,0,0,0,0,0,0
A1046,0,32.76986301,5.430136986,0,0,0,0,0,0,0,0
A1047,0,32.10410959,5.430136986,0,0,0,0,0,0,0,0
A1048,0,39.94246575,5.41369863,0,0,0,0,0,0,0,0
A1049,0,37.19178082,12.75616438,1,52.12054795,24.18356164,0,1,0,1,1
A1050,1,52.2,24.92876712,0,0,0,0,1,0,1,0
A1051,0,51.5369863,24.92876712,1,58.70958904,36.69315068,0,0,0,1,0
A1052,0,34.10958904,8.753424658,2,47.2,20.43287671,0,1,0,0,1
A1053,0,49.78082192,14.08493151,1,39.44109589,16.50684932,0,1,0,1,1
A1054,1,26.18356164,5.41369863,0,0,0,0,0,0,0,0
A1055,1,33.10684932,8.753424658,0,0,0,0,1,0,0,1
A1056,1,51.87123288,24.92876712,2,56.20273973,32.52328767,0,0,0,1,0
A1057,1,46.36438356,24.92876712,2,38.35890411,8.84109589,0,1,0,1,0
A1058,0,47.2,5.369863014,0,0,0,0,0,0,0,0
A1059,1,54.53972603,24.85205479,2,39.19178082,10.84383562,0,1,0,1,0
A1060,0,27.76712329,6.336986301,1,40.85753425,3.167123288,0,0,0,0,0
A1061,0,35.93972603,6.336986301,1,50.61369863,27.93424658,0,1,0,0,1
A1062,0,36.69041096,13.00821918,0,0,0,0,1,0,1,1
A1063,0,49.53424658,13.76164384,0,0,0,0,1,0,1,0
A1064,0,31.68493151,5.336986301,0,0,0,0,0,0,0,0
A1065,0,52.5369863,24.85205479,2,51.11780822,27.01643836,0,1,0,1,0
A1066,0,57.20547945,14.50958904,0,0,0,0,0,0,0,0
A1067,0,45.61369863,24.76712329,1,46.36438356,25.68493151,0,0,0,1,0
A1068,0,29.35616438,9.424657534,1,45.94794521,21.35068493,0,0,0,0,1
A1069,0,44.86575342,24.76712329,0,0,0,0,1,0,1,0
A1070,0,46.19726027,24.76712329,1,46.36438356,25.68493151,0,0,0,1,0
A1071,0,39.94246575,19.34794521,0,0,0,0,1,0,1,1
A1072,0,27.18630137,5.252054795,0,0,0,0,1,0,0,0
A1073,0,50.70410959,24.76712329,0,0,0,0,1,0,1,0
A1074,0,41.77534247,21.34794521,0,0,0,0,1,0,1,1
A1075,0,44.53150685,24.76712329,2,41.69589041,16.26027397,0,0,0,1,0
A1076,0,49.03287671,12.00821918,1,57.12328767,14.92876712,0,1,0,1,0
A1077,0,39.19726027,13.42739726,1,49.86575342,23.35342466,0,1,0,0,1
A1078,0,31.1890411,9.254794521,0,0,0,0,1,0,0,1
A1079,1,46.86849315,24.76712329,2,40.02465753,13.50958904,0,1,0,1,0
A1080,0,35.69041096,13.42191781,1,39.86027397,13.92328767,1,1,0,0,1
A1081,0,39.35890411,9.005479452,2,45.8630137,17.42465753,0,1,0,0,1
A1082,0,33.68767123,11.09041096,1,46.61369863,20.34520548,0,1,0,1,1
A1083,1,32.2739726,10.50684932,2,42.61369863,17.17808219,0,1,0,0,1
A1084,0,33.35616438,5.252054795,0,0,0,0,0,0,0,0
A1085,0,35.02465753,5.252054795,0,0,0,0,0,0,0,0
A1086,0,58.12328767,13.00547945,1,46.36438356,25.68493151,1,0,0,0,0
A1087,0,42.44931507,11.50958904,2,37.86027397,9.342465753,0,0,0,1,0
A1088,0,37.85479452,5.194520548,0,0,0,0,0,0,0,0
A1089,1,41.77534247,2.747945205,2,0,0,1,0,0,0,0
A1090,0,45.78082192,24.68493151,1,49.19726027,25.68493151,0,0,0,1,0
A1091,0,46.70136986,24.68493151,2,36.2739726,8.84109589,0,1,0,1,0
A1092,0,45.94520548,24.68493151,1,49.28219178,28.43561644,0,0,0,1,0
A1093,0,28.6,7.923287671,1,33.94246575,12.00821918,0,0,0,0,1
A1094,0,44.69863014,24.68493151,2,36.2739726,8.84109589,0,0,0,0,0
A1095,0,29.76986301,9.923287671,1,31.93972603,10.92328767,0,0,0,1,0
A1096,0,46.03013699,24.68493151,1,48.36438356,26.68767123,0,0,0,1,0
A1097,0,44.69863014,24.68493151,2,36.2739726,8.84109589,0,0,0,1,0
A1098,0,45.69863014,24.68493151,1,49.28219178,28.43561644,0,1,0,1,0
A1099,0,44.78082192,24.68493151,2,36.2739726,8.84109589,0,0,0,1,0
A1100,0,36.43835616,16.0109589,1,47.2,16.33972603,0,1,0,1,1
A1101,0,45.11232877,24.68493151,2,44.19452055,18.2630137,0,1,1,1,0
A1102,0,45.69863014,24.68493151,2,35.02191781,8.421917808,0,1,0,1,0
A1103,0,45.27945205,24.68493151,1,46.94520548,21.68219178,0,1,0,1,0
A1104,0,45.69863014,24.68493151,2,36.2739726,8.84109589,0,0,0,1,0
A1105,0,45.94520548,24.68493151,1,49.19726027,25.68493151,0,0,0,1,0
A1106,0,45.44657534,24.68493151,1,49.28219178,28.43561644,0,1,0,1,0
A1107,0,45.53150685,24.68493151,1,49.28219178,28.43561644,0,1,0,1,0
A1108,0,44.69863014,24.68493151,1,49.28219178,28.43561644,0,0,0,1,0
A1109,0,45.53150685,24.68493151,1,49.28219178,28.43561644,0,1,0,1,0
A1110,0,45.61369863,24.68493151,2,36.2739726,8.84109589,0,0,0,1,0
A1111,0,45.44657534,24.68493151,1,49.28219178,28.43561644,0,1,0,1,0
A1112,0,46.03013699,24.68493151,1,49.28219178,28.43561644,0,1,0,1,0
A1113,0,45.11232877,24.68493151,1,46.94520548,21.68219178,0,1,0,1,0
